opponent,policy,games,wins,losses,ties,win_rate,avg_score,avg_score_delta,avg_balance_delta,bid_decisions,floor_activation_rate,floor_over_cap_rate,avg_opponent_visible_ev,avg_bid_delta
word-ev-max,base,20,20,0,0,1.0,340.6,239.9,-107.75,1760,0.0,0.0,0.0,0.0
word-ev-max,uncapped,20,17,3,0,0.85,359.0,266.95,-105.15,1760,0.04261363636363636,0.04261363636363636,1.4460227272727273,0.21647727272727274
word-ev-max,cap-1,20,15,5,0,0.75,323.2,200.9,-116.35,1760,0.0659090909090909,0.0659090909090909,1.9255681818181818,0.0659090909090909
word-ev-max,cap-2,20,20,0,0,1.0,380.85,302.5,-93.05,1760,0.01875,0.01875,1.2079545454545455,0.035227272727272725
word-ev-max,cap-4,20,15,5,0,0.75,331.1,215.7,-106.7,1760,0.0375,0.0375,1.5125,0.12215909090909091
word-ev-max,cap-8,20,19,1,0,0.95,399.5,333.35,-79.5,1760,0.015909090909090907,0.015909090909090907,0.6517045454545455,0.06704545454545455
word-ev-max,cap-12,20,19,1,0,0.95,388.15,312.95,-85.1,1760,0.026136363636363635,0.026136363636363635,1.2914772727272728,0.1471590909090909
